district,sub_district,geographical_area_ha,flood_affected_area_ha,flood_affected_percent,weather_location,annual_rainfall_mm,avg_temperature_c,avg_humidity_percent,avg_wind_speed_mps,avg_pressure_kpa,max_daily_rainfall_mm
JODHPUR,JODHPUR,180538.72,3353.87,1.86,Jodhpur,603.15,26.55328767123288,48.474657534246575,2.48,98.35780821917808,37.54
KARAULI,MANDRAIL,55460.1,528.81,0.95,Karauli,1204.74,25.141506849315068,56.11476712328767,1.8935890410958902,97.63194520547947,58.31
KARAULI,SAPOTRA,130676.76,1001.1,0.77,Karauli,1204.74,25.141506849315068,56.11476712328767,1.8935890410958902,97.63194520547947,58.31
KOTA,SANGOD,48882.86,5499.49,11.25,Kota,1364.74,25.068575342465756,57.75895890410959,2.2136438356164385,96.54994520547946,70.7
NAGAUR,RIYANBADDI,110271.49,3999.8,3.63,Nagaur,614.29,26.085260273972604,46.50476712328768,2.468054794520548,97.18079452054793,34.76
NAGAUR,NAWA,105440.44,7668.55,7.27,Nagaur,614.29,26.085260273972604,46.50476712328768,2.468054794520548,97.18079452054793,34.76
PALI,RANI,75616.44,6509.59,8.61,Pali,603.15,26.55328767123288,48.474657534246575,2.48,98.35780821917808,37.54
PALI,DESURI,80315.77,4296.06,5.35,Pali,603.15,26.55328767123288,48.474657534246575,2.48,98.35780821917808,37.54
PALI,SUMERPUR,93359.99,4888.25,5.24,Pali,603.15,26.55328767123288,48.474657534246575,2.48,98.35780821917808,37.54
PALI,RAIPUR,105782.62,2796.96,2.64,Pali,603.15,26.55328767123288,48.474657534246575,2.48,98.35780821917808,37.54
PALI,JAITARAN,132705.89,6809.72,5.13,Pali,603.15,26.55328767123288,48.474657534246575,2.48,98.35780821917808,37.54
PALI,ROHAT,132679.49,18460.07,13.91,Pali,603.15,26.55328767123288,48.474657534246575,2.48,98.35780821917808,37.54
PALI,BALI,135753.22,7097.72,5.23,Pali,603.15,26.55328767123288,48.474657534246575,2.48,98.35780821917808,37.54
PALI,MARWAR JUN,136256.45,14474.94,10.62,Pali,603.15,26.55328767123288,48.474657534246575,2.48,98.35780821917808,37.54
PALI,PALI,136638.31,12403.41,9.08,Pali,603.15,26.55328767123288,48.474657534246575,2.48,98.35780821917808,37.54
