district,year,annual_rainfall_mm,avg_temperature_c,avg_humidity_percent,avg_wind_speed_mps,avg_pressure_kpa,max_daily_rainfall_mm
GANGANAGAR,2018,272.74,27.05158904109589,32.698,1.7747945205479452,98.77010958904108,46.74
GANGANAGAR,2019,323.58,26.373287671232877,40.70309589041096,1.767315068493151,98.86865753424657,27.88
GANGANAGAR,2020,844.25,25.6403825136612,46.59210382513661,1.7213387978142076,98.83857923497267,337.99
GANGANAGAR,2021,282.84,26.688986301369862,39.481972602739724,1.7791780821917809,98.78279452054795,22.22
GANGANAGAR,2022,606.7,26.701424657534247,43.68331506849315,1.7681369863013698,98.72287671232877,107.79
HANUMANGARH,1986,285.71,26.24235616438356,32.22553424657534,1.9238356164383563,98.6101095890411,17.44
HANUMANGARH,1987,207.3,27.469479452054795,27.46391780821918,2.015150684931507,98.63361643835616,13.98
HANUMANGARH,1988,453.88,27.127896174863388,34.751311475409835,2.030928961748634,98.51475409836065,43.3
HANUMANGARH,1989,201.79,26.723835616438357,28.98013698630137,1.9911780821917808,98.58391780821917,14.85
HANUMANGARH,1990,394.96,26.843753424657532,35.984054794520546,2.0485753424657536,98.55093150684931,47.13
HANUMANGARH,1991,221.29000000000002,27.191808219178082,27.691917808219177,1.9142465753424658,98.59306849315068,17.13
HANUMANGARH,1992,348.24,26.30532786885246,35.25371584699454,1.8799180327868852,98.6595081967213,26.1
HANUMANGARH,1993,284.25,27.186876712328765,29.094904109589038,2.0175068493150685,98.59643835616437,34.58
HANUMANGARH,1994,419.14,26.62416438356164,34.281479452054796,1.945945205479452,98.58827397260275,35.36
HANUMANGARH,1995,449.63,26.176465753424658,36.04241095890411,1.9353150684931506,98.59542465753425,46.32
HANUMANGARH,1996,387.04,26.462704918032788,32.5831693989071,1.9106557377049178,98.54614754098361,16.91
HANUMANGARH,1997,501.04,25.66895890410959,38.2341095890411,1.902821917808219,98.68446575342466,40.76
HANUMANGARH,1998,376.74,26.923068493150684,34.61057534246576,1.944958904109589,98.602,28.72
HANUMANGARH,1999,141.41,28.07391780821918,26.75021917808219,2.0996712328767124,98.48224657534246,14.48
HANUMANGARH,2000,162.78,27.593825136612022,26.814398907103826,2.185655737704918,98.4544262295082,11.03
HANUMANGARH,2001,325.92,27.332876712328765,30.22578082191781,1.9182465753424656,98.53293150684931,34.62
HANUMANGARH,2002,158.37,28.165972602739725,27.346054794520548,1.9655342465753423,98.55128767123288,26.01
HANUMANGARH,2003,408.05,26.589726027397262,35.19580821917808,1.7933972602739727,98.60912328767124,29.1
