date,location,latitude,longitude,rainfall_mm,temperature_c,humidity_percent,wind_speed_mps,pressure_kpa
2025-05-01,Bhilwara,25.347,74.64,0.03,34.76,15.25,3.44,95.21
2025-05-02,Bhilwara,25.347,74.64,0.64,34.38,17.25,2.39,95.28
2025-05-03,Bhilwara,25.347,74.64,0.01,34.31,20.79,3.31,95.14
2025-05-04,Bhilwara,25.347,74.64,6.56,31.91,32.02,2.11,95.09
2025-05-05,Bhilwara,25.347,74.64,5.56,30.53,45.22,2.28,95.12
2025-05-06,Bhilwara,25.347,74.64,10.72,26.58,64.12,2.26,95.18
2025-05-07,Bhilwara,25.347,74.64,1.93,26.28,62.25,2.46,95.09
2025-05-08,Bhilwara,25.347,74.64,6.65,26.38,65.24,2.62,95.15
2025-05-09,Bhilwara,25.347,74.64,1.04,28.25,60.21,2.52,95.32
2025-05-10,Bhilwara,25.347,74.64,0.13,29.74,51.97,2.62,95.33
2025-05-11,Bhilwara,25.347,74.64,0.05,30.94,49.75,3.14,95.23
2025-05-12,Bhilwara,25.347,74.64,3.35,31.06,50.26,2.3,95.16
2025-05-13,Bhilwara,25.347,74.64,0.23,31.33,51.31,1.98,95.19
2025-05-14,Bhilwara,25.347,74.64,0.0,32.6,43.56,2.31,95.19
2025-05-15,Bhilwara,25.347,74.64,0.0,33.34,36.36,2.86,95.21
2025-05-16,Bhilwara,25.347,74.64,0.0,34.41,34.8,3.36,95.1
2025-05-17,Bhilwara,25.347,74.64,0.58,34.8,37.53,3.79,95.07
2025-05-18,Bhilwara,25.347,74.64,0.0,35.57,38.25,3.72,95.05
2025-05-19,Bhilwara,25.347,74.64,0.02,36.46,34.43,4.16,94.97
2025-05-20,Bhilwara,25.347,74.64,0.37,36.8,32.91,4.08,94.89
2025-05-21,Bhilwara,25.347,74.64,0.36,36.96,30.9,3.66,94.87
2025-05-22,Bhilwara,25.347,74.64,0.0,36.76,32.64,3.67,94.78
2025-05-23,Bhilwara,25.347,74.64,0.0,35.96,34.12,4.26,94.58
2025-05-24,Bhilwara,25.347,74.64,0.41,36.92,22.41,3.16,94.43
2025-05-25,Bhilwara,25.347,74.64,0.85,35.51,34.22,3.16,94.7
2025-05-26,Bhilwara,25.347,74.64,0.0,36.43,30.73,3.04,94.63
2025-05-27,Bhilwara,25.347,74.64,0.0,36.79,31.59,1.86,94.43
2025-05-28,Bhilwara,25.347,74.64,3.63,37.54,30.7,2.18,94.42
2025-05-29,Bhilwara,25.347,74.64,4.85,33.36,44.89,2.76,94.42
2025-05-30,Bhilwara,25.347,74.64,0.58,33.12,37.76,4.02,94.37
2025-05-31,Bhilwara,25.347,74.64,1.5,32.22,37.37,5.39,94.66
2025-06-01,Bhilwara,25.347,74.64,0.0,31.81,41.66,5.18,94.78
2025-06-02,Bhilwara,25.347,74.64,3.92,32.14,43.29,3.21,94.7
2025-06-03,Bhilwara,25.347,74.64,1.38,31.38,47.09,3.92,94.83
2025-06-04,Bhilwara,25.347,74.64,0.42,31.46,43.84,2.93,95.07
2025-06-05,Bhilwara,25.347,74.64,0.0,32.67,35.76,2.49,95.31
2025-06-06,Bhilwara,25.347,74.64,0.17,34.13,33.82,4.3,95.3
2025-06-07,Bhilwara,25.347,74.64,0.08,34.9,26.73,4.89,95.22
2025-06-08,Bhilwara,25.347,74.64,0.0,35.09,24.47,5.77,95.14
2025-06-09,Bhilwara,25.347,74.64,0.0,35.39,26.15,6.15,95.05
2025-06-10,Bhilwara,25.347,74.64,0.0,35.92,28.52,4.93,94.92
2025-06-11,Bhilwara,25.347,74.64,0.0,36.44,25.49,3.65,94.86
2025-06-12,Bhilwara,25.347,74.64,0.0,37.85,21.5,2.23,94.69
2025-06-13,Bhilwara,25.347,74.64,0.01,38.76,23.04,1.32,94.6
2025-06-14,Bhilwara,25.347,74.64,2.66,38.25,28.26,1.93,94.54
2025-06-15,Bhilwara,25.347,74.64,4.75,34.84,41.7,3.03,94.43
2025-06-16,Bhilwara,25.347,74.64,19.14,30.41,65.84,3.13,94.38
2025-06-17,Bhilwara,25.347,74.64,8.22,29.01,74.96,3.81,94.4
2025-06-18,Bhilwara,25.347,74.64,11.49,29.46,73.14,3.61,94.33
2025-06-19,Bhilwara,25.347,74.64,10.38,29.76,71.67,4.79,94.34
2025-06-20,Bhilwara,25.347,74.64,21.88,27.75,76.75,4.31,94.63
2025-06-21,Bhilwara,25.347,74.64,59.65,27.75,81.41,2.83,94.71
2025-06-22,Bhilwara,25.347,74.64,7.78,28.45,77.93,2.59,94.66
2025-06-23,Bhilwara,25.347,74.64,2.39,27.06,85.24,3.06,94.5
2025-06-24,Bhilwara,25.347,74.64,2.61,29.57,76.28,1.65,94.41
2025-06-25,Bhilwara,25.347,74.64,8.62,29.1,80.21,2.28,94.5
2025-06-26,Bhilwara,25.347,74.64,4.64,29.05,82.23,2.42,94.65
2025-06-27,Bhilwara,25.347,74.64,3.01,28.82,78.02,2.44,94.59
2025-06-28,Bhilwara,25.347,74.64,1.25,27.78,76.57,3.66,94.64
2025-06-29,Bhilwara,25.347,74.64,2.77,28.37,77.99,3.89,94.49
2025-06-30,Bhilwara,25.347,74.64,0.59,28.76,73.77,4.18,94.53
2025-07-01,Bhilwara,25.347,74.64,6.78,28.17,78.29,3.66,94.6
2025-07-02,Bhilwara,25.347,74.64,46.54,26.66,84.87,3.56,94.5
2025-07-03,Bhilwara,25.347,74.64,15.75,27.8,84.18,1.58,94.53
2025-07-04,Bhilwara,25.347,74.64,1.12,27.47,83.78,2.83,94.69
2025-07-05,Bhilwara,25.347,74.64,3.26,27.09,86.14,2.71,94.68
2025-07-06,Bhilwara,25.347,74.64,5.5,27.22,84.54,1.88,94.58
2025-07-07,Bhilwara,25.347,74.64,0.55,27.43,81.48,2.39,94.65
2025-07-08,Bhilwara,25.347,74.64,0.0,28.17,77.28,2.63,94.77
2025-07-09,Bhilwara,25.347,74.64,13.76,28.01,79.36,3.11,94.8
2025-07-10,Bhilwara,25.347,74.64,1.73,27.68,79.35,2.53,94.87
2025-07-11,Bhilwara,25.347,74.64,4.69,26.39,86.3,2.99,94.9
2025-07-12,Bhilwara,25.347,74.64,7.5,26.01,87.54,3.01,94.87
2025-07-13,Bhilwara,25.347,74.64,27.1,27.14,85.98,3.29,94.78
2025-07-14,Bhilwara,25.347,74.64,16.94,26.54,89.28,4.76,94.53
2025-07-15,Bhilwara,25.347,74.64,11.97,27.11,82.87,5.01,94.53
2025-07-16,Bhilwara,25.347,74.64,1.35,27.3,83.88,2.72,94.76
2025-07-17,Bhilwara,25.347,74.64,5.97,26.71,84.7,2.39,94.9
2025-07-18,Bhilwara,25.347,74.64,20.11,25.76,89.37,5.54,94.72
2025-07-19,Bhilwara,25.347,74.64,36.17,25.55,87.34,5.3,94.45
2025-07-20,Bhilwara,25.347,74.64,0.7,26.54,83.09,2.94,94.56
2025-07-21,Bhilwara,25.347,74.64,0.52,27.18,84.98,2.46,94.76
2025-07-22,Bhilwara,25.347,74.64,4.77,27.66,84.34,2.47,94.75
2025-07-23,Bhilwara,25.347,74.64,4.13,27.15,83.98,3.27,94.55
2025-07-24,Bhilwara,25.347,74.64,0.52,27.21,83.29,3.03,94.47
2025-07-25,Bhilwara,25.347,74.64,10.57,27.62,83.82,2.27,94.45
2025-07-26,Bhilwara,25.347,74.64,10.91,27.05,90.62,3.47,94.4
2025-07-27,Bhilwara,25.347,74.64,17.14,27.0,88.63,3.03,94.38
2025-07-28,Bhilwara,25.347,74.64,6.69,26.38,90.98,3.27,94.47
2025-07-29,Bhilwara,25.347,74.64,0.94,27.52,84.67,3.65,94.53
2025-07-30,Bhilwara,25.347,74.64,4.16,25.84,86.48,3.51,94.59
2025-07-31,Bhilwara,25.347,74.64,7.25,24.53,91.37,3.31,94.76
2025-08-01,Bhilwara,25.347,74.64,0.63,26.15,84.72,3.21,94.86
2025-08-02,Bhilwara,25.347,74.64,0.57,26.2,84.17,3.02,94.93
2025-08-03,Bhilwara,25.347,74.64,0.26,26.57,83.42,2.67,95.05
2025-08-04,Bhilwara,25.347,74.64,0.0,26.77,82.84,3.26,95.15
2025-08-05,Bhilwara,25.347,74.64,0.02,26.12,84.47,2.85,95.13
2025-08-06,Bhilwara,25.347,74.64,0.02,26.36,82.67,2.66,95.16
2025-08-07,Bhilwara,25.347,74.64,0.0,26.39,82.15,2.65,95.13
2025-08-08,Bhilwara,25.347,74.64,0.0,26.52,80.68,2.68,95.17
2025-08-09,Bhilwara,25.347,74.64,0.12,26.52,80.71,1.9,95.33
2025-08-10,Bhilwara,25.347,74.64,0.01,26.52,80.31,2.46,95.22
2025-08-11,Bhilwara,25.347,74.64,0.0,26.17,81.44,2.75,95.17
2025-08-12,Bhilwara,25.347,74.64,0.0,26.71,80.85,3.07,95.03
2025-08-13,Bhilwara,25.347,74.64,0.1,26.05,85.24,1.76,94.93
2025-08-14,Bhilwara,25.347,74.64,0.28,26.78,84.67,0.93,95.02
2025-08-15,Bhilwara,25.347,74.64,6.03,28.1,81.53,0.73,94.89
2025-08-16,Bhilwara,25.347,74.64,2.96,28.07,82.85,1.39,94.72
2025-08-17,Bhilwara,25.347,74.64,0.25,27.98,85.17,2.36,94.77
2025-08-18,Bhilwara,25.347,74.64,4.35,27.31,88.82,1.41,94.91
2025-08-19,Bhilwara,25.347,74.64,1.32,27.38,85.42,2.33,94.79
2025-08-20,Bhilwara,25.347,74.64,4.42,27.53,86.01,2.27,94.71
2025-08-21,Bhilwara,25.347,74.64,21.4,26.46,90.13,1.98,94.79
2025-08-22,Bhilwara,25.347,74.64,23.15,25.05,93.1,3.68,94.79
2025-08-23,Bhilwara,25.347,74.64,16.21,26.09,87.66,3.56,94.75
2025-08-24,Bhilwara,25.347,74.64,30.32,25.34,90.56,3.3,94.78
2025-08-25,Bhilwara,25.347,74.64,6.84,25.83,88.8,2.92,94.73
2025-08-26,Bhilwara,25.347,74.64,2.95,26.38,88.33,3.19,94.92
2025-08-27,Bhilwara,25.347,74.64,4.28,26.69,87.13,2.1,94.97
2025-08-28,Bhilwara,25.347,74.64,1.1,27.25,85.12,1.88,94.89
2025-08-29,Bhilwara,25.347,74.64,23.25,27.32,87.21,1.36,94.9
2025-08-30,Bhilwara,25.347,74.64,6.17,27.22,87.64,1.07,95.05
2025-08-31,Bhilwara,25.347,74.64,32.76,25.65,91.53,3.2,94.93
2025-09-01,Bhilwara,25.347,74.64,25.74,25.33,90.01,3.66,94.71
2025-09-02,Bhilwara,25.347,74.64,0.68,25.94,87.24,2.96,94.8
2025-09-03,Bhilwara,25.347,74.64,8.3,24.93,92.99,2.36,94.94
2025-09-04,Bhilwara,25.347,74.64,20.75,25.3,90.87,1.76,94.96
2025-09-05,Bhilwara,25.347,74.64,36.39,26.17,89.96,1.82,94.88
2025-09-06,Bhilwara,25.347,74.64,26.73,25.83,91.35,1.39,94.81
2025-09-07,Bhilwara,25.347,74.64,4.29,24.55,93.14,4.88,94.85
2025-09-08,Bhilwara,25.347,74.64,0.24,24.64,88.81,3.61,95.15
2025-09-09,Bhilwara,25.347,74.64,0.01,24.91,85.67,1.95,95.48
2025-09-10,Bhilwara,25.347,74.64,0.0,24.51,85.78,1.95,95.5
2025-09-11,Bhilwara,25.347,74.64,0.0,23.81,86.55,2.55,95.43
2025-09-12,Bhilwara,25.347,74.64,0.0,24.4,85.98,1.9,95.5
2025-09-13,Bhilwara,25.347,74.64,0.0,25.28,83.57,1.46,95.48
2025-09-14,Bhilwara,25.347,74.64,0.0,25.7,83.63,1.65,95.44
2025-09-15,Bhilwara,25.347,74.64,0.02,25.18,85.18,2.18,95.27
2025-09-16,Bhilwara,25.347,74.64,0.0,25.32,85.63,1.88,95.24
2025-09-17,Bhilwara,25.347,74.64,0.0,26.1,86.01,1.74,95.26
2025-09-18,Bhilwara,25.347,74.64,0.77,26.19,84.52,1.93,95.28
2025-09-19,Bhilwara,25.347,74.64,3.15,26.57,82.51,1.15,95.38
2025-09-20,Bhilwara,25.347,74.64,4.27,26.33,85.04,1.42,95.35
2025-09-21,Bhilwara,25.347,74.64,5.91,26.2,83.7,1.75,95.31
2025-09-22,Bhilwara,25.347,74.64,0.06,26.31,82.38,1.37,95.35
2025-09-23,Bhilwara,25.347,74.64,0.27,25.79,82.52,1.73,95.34
2025-09-24,Bhilwara,25.347,74.64,0.13,25.33,84.05,2.11,95.22
2025-09-25,Bhilwara,25.347,74.64,0.0,25.2,81.71,1.86,95.26
2025-09-26,Bhilwara,25.347,74.64,0.0,25.74,77.49,1.96,95.35
2025-09-27,Bhilwara,25.347,74.64,0.17,25.7,80.43,2.05,95.38
2025-09-28,Bhilwara,25.347,74.64,0.49,26.13,87.38,3.1,95.16
2025-09-29,Bhilwara,25.347,74.64,0.84,26.22,88.06,2.73,95.02
2025-09-30,Bhilwara,25.347,74.64,2.63,25.17,87.57,2.1,95.0
2025-10-01,Bhilwara,25.347,74.64,2.01,24.72,84.78,1.57,95.04
2025-10-02,Bhilwara,25.347,74.64,0.67,25.67,81.47,0.82,95.3
2025-10-03,Bhilwara,25.347,74.64,16.09,25.28,87.31,1.41,95.55
2025-10-04,Bhilwara,25.347,74.64,9.69,25.07,88.93,2.28,95.56
2025-10-05,Bhilwara,25.347,74.64,1.38,24.81,85.34,2.47,95.49
2025-10-06,Bhilwara,25.347,74.64,4.66,24.11,86.29,3.01,95.53
2025-10-07,Bhilwara,25.347,74.64,1.11,22.3,81.13,2.59,95.61
2025-10-08,Bhilwara,25.347,74.64,0.32,22.02,74.59,1.48,95.81
2025-10-09,Bhilwara,25.347,74.64,0.0,22.35,67.63,1.12,95.93
2025-10-10,Bhilwara,25.347,74.64,0.0,22.49,61.81,0.94,95.81
2025-10-11,Bhilwara,25.347,74.64,0.0,22.4,60.35,1.03,95.82
2025-10-12,Bhilwara,25.347,74.64,0.0,22.96,58.93,1.13,95.77
2025-10-13,Bhilwara,25.347,74.64,0.0,22.94,60.0,1.01,95.82
2025-10-14,Bhilwara,25.347,74.64,0.0,21.54,69.46,1.41,95.72
2025-10-15,Bhilwara,25.347,74.64,0.0,21.51,71.46,1.26,95.7
2025-10-16,Bhilwara,25.347,74.64,0.0,23.02,64.21,0.72,95.73
2025-10-17,Bhilwara,25.347,74.64,0.0,23.62,59.69,0.91,95.84
2025-10-18,Bhilwara,25.347,74.64,0.0,23.25,54.4,0.91,95.75
2025-10-19,Bhilwara,25.347,74.64,0.0,22.14,59.95,1.16,95.66
2025-10-20,Bhilwara,25.347,74.64,0.0,22.18,69.38,1.34,95.68
2025-10-21,Bhilwara,25.347,74.64,0.0,23.14,71.54,1.0,95.84
2025-10-22,Bhilwara,25.347,74.64,0.0,23.87,61.33,1.12,95.92
2025-10-23,Bhilwara,25.347,74.64,0.0,22.87,62.26,1.33,95.84
2025-10-24,Bhilwara,25.347,74.64,0.0,22.54,62.78,1.27,95.8
2025-10-25,Bhilwara,25.347,74.64,0.0,21.57,65.38,1.59,95.72
2025-10-26,Bhilwara,25.347,74.64,0.14,21.63,83.79,2.22,95.72
2025-10-27,Bhilwara,25.347,74.64,48.8,22.03,91.6,2.97,95.74
2025-10-28,Bhilwara,25.347,74.64,11.96,19.71,92.55,3.56,95.75
2025-10-29,Bhilwara,25.347,74.64,2.66,20.0,91.62,2.68,95.71
2025-10-30,Bhilwara,25.347,74.64,4.32,21.03,93.56,3.12,95.63
2025-10-31,Bhilwara,25.347,74.64,0.07,22.11,85.7,1.65,95.7
2025-11-01,Bhilwara,25.347,74.64,0.0,23.33,77.67,0.72,95.73
2025-11-02,Bhilwara,25.347,74.64,0.0,23.93,63.8,0.94,95.79
2025-11-03,Bhilwara,25.347,74.64,7.92,23.25,72.73,1.39,95.63
2025-11-04,Bhilwara,25.347,74.64,0.43,22.58,79.43,2.87,95.54
2025-11-05,Bhilwara,25.347,74.64,0.0,20.18,63.37,1.81,95.68
2025-11-06,Bhilwara,25.347,74.64,0.0,18.87,49.51,1.17,95.88
2025-11-07,Bhilwara,25.347,74.64,0.0,19.13,43.45,0.89,96.03
2025-11-08,Bhilwara,25.347,74.64,0.0,18.85,47.18,1.24,96.08
2025-11-09,Bhilwara,25.347,74.64,0.0,18.44,52.0,1.51,95.96
2025-11-10,Bhilwara,25.347,74.64,0.0,18.6,52.41,1.31,95.9
2025-11-11,Bhilwara,25.347,74.64,0.0,19.18,52.97,0.86,96.01
2025-11-12,Bhilwara,25.347,74.64,0.0,19.78,51.03,1.03,96.11
2025-11-13,Bhilwara,25.347,74.64,0.0,19.14,50.07,1.31,96.23
2025-11-14,Bhilwara,25.347,74.64,0.0,18.21,47.68,0.97,96.2
2025-11-15,Bhilwara,25.347,74.64,0.0,17.43,49.64,1.27,96.3
2025-11-16,Bhilwara,25.347,74.64,0.0,17.65,49.65,1.21,96.47
2025-11-17,Bhilwara,25.347,74.64,0.0,17.36,50.79,1.11,96.36
2025-11-18,Bhilwara,25.347,74.64,0.0,17.1,52.67,1.12,96.19
2025-11-19,Bhilwara,25.347,74.64,0.0,17.7,53.95,1.15,96.12
2025-11-20,Bhilwara,25.347,74.64,0.0,17.37,61.7,1.34,96.19
2025-11-21,Bhilwara,25.347,74.64,0.0,16.86,67.27,1.39,96.28
2025-11-22,Bhilwara,25.347,74.64,0.0,17.82,61.41,1.22,96.13
2025-11-23,Bhilwara,25.347,74.64,0.0,17.68,60.28,1.27,96.09
2025-11-24,Bhilwara,25.347,74.64,0.0,16.12,74.83,1.86,96.19
2025-11-25,Bhilwara,25.347,74.64,0.0,16.11,76.48,1.78,96.2
2025-11-26,Bhilwara,25.347,74.64,0.0,16.46,74.68,2.0,96.17
2025-11-27,Bhilwara,25.347,74.64,0.07,18.09,82.9,2.13,96.25
2025-11-28,Bhilwara,25.347,74.64,0.02,18.69,80.13,1.31,96.2
2025-11-29,Bhilwara,25.347,74.64,0.0,19.46,75.16,0.8,96.07
2025-11-30,Bhilwara,25.347,74.64,0.0,19.44,72.81,1.29,96.01
2025-12-01,Bhilwara,25.347,74.64,0.0,19.12,66.02,1.07,95.96
2025-12-02,Bhilwara,25.347,74.64,0.0,17.87,60.29,1.36,95.97
2025-12-03,Bhilwara,25.347,74.64,0.0,16.04,64.71,1.53,96.25
2025-12-04,Bhilwara,25.347,74.64,0.0,15.53,65.19,1.15,96.36
2025-12-05,Bhilwara,25.347,74.64,0.0,15.52,64.7,1.29,96.47
2025-12-06,Bhilwara,25.347,74.64,0.0,15.93,49.06,1.28,96.46
2025-12-07,Bhilwara,25.347,74.64,0.0,17.64,44.76,1.18,96.37
2025-12-08,Bhilwara,25.347,74.64,0.0,18.87,40.67,0.89,96.37
2025-12-09,Bhilwara,25.347,74.64,0.0,18.36,37.49,0.85,96.35
2025-12-10,Bhilwara,25.347,74.64,0.0,18.05,40.78,1.15,96.32
2025-12-11,Bhilwara,25.347,74.64,0.0,18.81,36.88,0.88,96.23
2025-12-12,Bhilwara,25.347,74.64,0.0,18.65,39.24,1.08,96.12
2025-12-13,Bhilwara,25.347,74.64,0.0,17.93,50.27,1.31,96.15
2025-12-14,Bhilwara,25.347,74.64,0.0,17.42,60.59,1.28,96.24
2025-12-15,Bhilwara,25.347,74.64,0.0,17.82,59.97,1.05,96.26
2025-12-16,Bhilwara,25.347,74.64,0.0,17.4,55.81,1.12,96.25
2025-12-17,Bhilwara,25.347,74.64,0.0,17.65,49.95,0.95,96.32
2025-12-18,Bhilwara,25.347,74.64,0.0,17.3,48.49,1.13,96.33
2025-12-19,Bhilwara,25.347,74.64,0.0,17.89,49.65,1.37,96.12
2025-12-20,Bhilwara,25.347,74.64,0.0,18.0,52.46,1.37,95.95
2025-12-21,Bhilwara,25.347,74.64,0.0,17.34,59.7,1.67,96.07
2025-12-22,Bhilwara,25.347,74.64,0.0,18.32,55.36,0.9,96.14
2025-12-23,Bhilwara,25.347,74.64,0.0,17.8,58.07,1.61,96.1
2025-12-24,Bhilwara,25.347,74.64,0.0,14.72,58.08,1.47,96.1
2025-12-25,Bhilwara,25.347,74.64,0.0,14.2,53.39,1.21,96.09
2025-12-26,Bhilwara,25.347,74.64,0.0,14.16,60.03,1.44,96.12
2025-12-27,Bhilwara,25.347,74.64,0.0,13.72,55.32,1.5,96.14
2025-12-28,Bhilwara,25.347,74.64,0.0,14.65,57.35,1.53,96.15
2025-12-29,Bhilwara,25.347,74.64,0.0,15.28,60.73,1.51,96.11
2025-12-30,Bhilwara,25.347,74.64,0.0,16.26,59.74,1.65,95.9
2025-12-31,Bhilwara,25.347,74.64,0.81,16.51,64.27,1.59,95.68
2025-01-01,Bikaner,28.0229,73.3119,0.0,14.46,31.59,1.71,99.16
2025-01-02,Bikaner,28.0229,73.3119,0.0,16.53,30.56,1.74,99.06
2025-01-03,Bikaner,28.0229,73.3119,0.0,18.27,39.05,1.4,98.94
2025-01-04,Bikaner,28.0229,73.3119,0.0,18.58,38.62,2.77,98.66
2025-01-05,Bikaner,28.0229,73.3119,0.0,16.58,38.25,1.56,98.73
2025-01-06,Bikaner,28.0229,73.3119,0.0,13.41,35.54,2.06,99.07
2025-01-07,Bikaner,28.0229,73.3119,0.0,13.35,26.58,1.5,99.21
2025-01-08,Bikaner,28.0229,73.3119,0.0,16.75,17.43,1.44,98.94
2025-01-09,Bikaner,28.0229,73.3119,0.0,16.45,20.85,1.76,98.93
2025-01-10,Bikaner,28.0229,73.3119,0.0,16.33,38.85,3.04,98.94
2025-01-11,Bikaner,28.0229,73.3119,1.74,15.81,49.37,2.11,98.85
2025-01-12,Bikaner,28.0229,73.3119,0.31,13.44,69.05,2.14,99.23
2025-01-13,Bikaner,28.0229,73.3119,0.0,13.32,63.28,1.47,99.3
2025-01-14,Bikaner,28.0229,73.3119,0.0,14.76,51.97,1.11,99.16
2025-01-15,Bikaner,28.0229,73.3119,0.0,14.21,48.72,2.33,99.16
2025-01-16,Bikaner,28.0229,73.3119,0.0,14.24,38.66,1.46,99.3
2025-01-17,Bikaner,28.0229,73.3119,0.0,13.35,42.68,2.46,99.35
2025-01-18,Bikaner,28.0229,73.3119,0.0,14.79,38.07,1.8,98.99
2025-01-19,Bikaner,28.0229,73.3119,0.0,16.72,48.48,2.39,98.89
2025-01-20,Bikaner,28.0229,73.3119,0.0,16.04,40.24,1.73,98.94
2025-01-21,Bikaner,28.0229,73.3119,0.0,15.66,37.66,1.75,98.81
2025-01-22,Bikaner,28.0229,73.3119,0.0,16.12,41.41,1.55,98.7
2025-01-23,Bikaner,28.0229,73.3119,0.0,15.99,42.29,1.88,98.94
2025-01-24,Bikaner,28.0229,73.3119,0.0,15.4,32.82,1.82,99.02
2025-01-25,Bikaner,28.0229,73.3119,0.0,15.97,13.77,1.5,98.96
2025-01-26,Bikaner,28.0229,73.3119,0.0,17.66,11.2,0.87,98.85
2025-01-27,Bikaner,28.0229,73.3119,0.0,18.36,12.02,1.12,98.68
2025-01-28,Bikaner,28.0229,73.3119,0.0,19.35,13.18,1.16,98.52
2025-01-29,Bikaner,28.0229,73.3119,0.0,21.16,13.26,1.57,98.49
2025-01-30,Bikaner,28.0229,73.3119,0.0,18.45,19.61,1.87,98.38
2025-01-31,Bikaner,28.0229,73.3119,0.0,16.14,29.17,1.32,98.39
2025-02-01,Bikaner,28.0229,73.3119,0.0,16.46,31.96,1.59,98.63
2025-02-02,Bikaner,28.0229,73.3119,0.0,15.96,29.04,2.16,98.89
2025-02-03,Bikaner,28.0229,73.3119,0.0,16.59,25.72,1.66,98.7
2025-02-04,Bikaner,28.0229,73.3119,0.03,16.33,25.66,1.93,98.79
2025-02-05,Bikaner,28.0229,73.3119,0.0,17.15,23.8,1.3,98.9
2025-02-06,Bikaner,28.0229,73.3119,0.0,16.04,17.89,1.78,99.1
2025-02-07,Bikaner,28.0229,73.3119,0.0,15.68,19.97,1.76,99.13
2025-02-08,Bikaner,28.0229,73.3119,0.0,19.17,14.05,0.99,98.91
2025-02-09,Bikaner,28.0229,73.3119,0.0,20.09,14.76,1.41,98.69
2025-02-10,Bikaner,28.0229,73.3119,0.0,21.31,17.78,1.68,98.62
2025-02-11,Bikaner,28.0229,73.3119,0.0,21.86,21.78,1.55,98.62
2025-02-12,Bikaner,28.0229,73.3119,0.0,19.13,26.93,1.81,98.88
2025-02-13,Bikaner,28.0229,73.3119,0.0,20.04,21.96,1.79,98.89
2025-02-14,Bikaner,28.0229,73.3119,0.0,22.65,21.0,2.05,98.62
2025-02-15,Bikaner,28.0229,73.3119,0.0,22.88,29.03,1.92,98.29
2025-02-16,Bikaner,28.0229,73.3119,0.0,21.84,28.12,2.01,98.48
2025-02-17,Bikaner,28.0229,73.3119,0.0,22.82,29.87,2.18,98.71
2025-02-18,Bikaner,28.0229,73.3119,0.0,22.24,34.36,1.98,98.73
2025-02-19,Bikaner,28.0229,73.3119,1.83,22.16,34.86,2.04,98.5
2025-02-20,Bikaner,28.0229,73.3119,0.01,20.9,39.19,2.5,98.52
2025-02-21,Bikaner,28.0229,73.3119,0.06,19.14,41.41,2.37,99.04
2025-02-22,Bikaner,28.0229,73.3119,0.42,19.91,39.27,2.51,99.04
2025-02-23,Bikaner,28.0229,73.3119,0.0,21.22,38.13,1.3,99.0
2025-02-24,Bikaner,28.0229,73.3119,0.0,22.29,33.26,1.75,99.09
2025-02-25,Bikaner,28.0229,73.3119,0.07,24.73,33.6,2.73,98.97
2025-02-26,Bikaner,28.0229,73.3119,0.07,25.9,32.91,2.18,98.98
2025-02-27,Bikaner,28.0229,73.3119,0.07,24.97,37.05,2.83,98.62
2025-02-28,Bikaner,28.0229,73.3119,4.05,21.88,59.36,3.24,98.4
2025-03-01,Bikaner,28.0229,73.3119,0.08,21.91,49.62,2.12,98.53
2025-03-02,Bikaner,28.0229,73.3119,0.01,21.06,39.35,2.53,98.61
2025-03-03,Bikaner,28.0229,73.3119,0.0,23.24,31.95,4.58,98.3
2025-03-04,Bikaner,28.0229,73.3119,0.07,17.89,25.07,3.57,98.86
2025-03-05,Bikaner,28.0229,73.3119,0.0,17.65,24.21,2.47,99.04
2025-03-06,Bikaner,28.0229,73.3119,0.0,21.29,14.11,3.14,98.63
2025-03-07,Bikaner,28.0229,73.3119,0.0,23.89,18.61,2.9,98.38
2025-03-08,Bikaner,28.0229,73.3119,0.0,25.19,21.63,1.53,98.21
2025-03-09,Bikaner,28.0229,73.3119,0.0,26.29,20.5,2.08,98.36
2025-03-10,Bikaner,28.0229,73.3119,0.0,28.43,20.08,1.71,98.67
2025-03-11,Bikaner,28.0229,73.3119,0.0,27.26,24.29,1.95,98.63
2025-03-12,Bikaner,28.0229,73.3119,0.0,26.56,28.85,1.78,98.35
2025-03-13,Bikaner,28.0229,73.3119,0.01,28.0,28.24,2.53,98.04
2025-03-14,Bikaner,28.0229,73.3119,0.17,27.1,28.5,2.44,98.02
2025-03-15,Bikaner,28.0229,73.3119,0.03,23.87,42.33,3.34,98.37
2025-03-16,Bikaner,28.0229,73.3119,0.41,24.6,32.05,1.87,98.6
2025-03-17,Bikaner,28.0229,73.3119,1.77,24.67,28.3,1.83,98.63
2025-03-18,Bikaner,28.0229,73.3119,0.0,25.92,21.87,1.44,98.57
2025-03-19,Bikaner,28.0229,73.3119,0.0,26.73,20.46,2.57,98.5
2025-03-20,Bikaner,28.0229,73.3119,0.0,26.22,22.61,3.11,98.69
2025-03-21,Bikaner,28.0229,73.3119,0.03,27.06,22.92,1.91,98.75
2025-03-22,Bikaner,28.0229,73.3119,0.0,27.72,19.05,2.15,98.58
2025-03-23,Bikaner,28.0229,73.3119,0.0,27.69,16.49,1.88,98.65
2025-03-24,Bikaner,28.0229,73.3119,0.0,29.54,15.52,2.11,98.52
2025-03-25,Bikaner,28.0229,73.3119,0.0,29.24,15.65,2.66,98.19
2025-03-26,Bikaner,28.0229,73.3119,0.0,29.06,21.66,4.48,97.91
